,symbol,name,sector,market_cap
459,ARKR,Ark Restaurants,"Hotels, Restaurants & Leisure",59.22M
460,ARL,American Realty Investors,Real Estate Management & Development,370.69M
461,ARLO,Arlo Technologies,"Electronic Equipment, Instruments & C...",593.26M
462,ARLP,Alliance Resource Partners,"Oil, Gas & Consumable Fuels",2.49B
463,ARMK,Aramark,"Hotels, Restaurants & Leisure",8.32B
464,ARMP,Armata Pharmaceuticals,Biotechnology,150.59M
465,ARNC,Arconic,Aerospace & Defense,2.93B
466,AROC,Archrock,Energy Equipment & Services,1.45B
467,AROW,Arrow Financial,Banks,520.96M
468,ARQQ,Arqit Quantum,Software-Infrastructure,799.83M
469,ARQT,Arcutis Biotherapeutics,Biotechnology,1.11B
470,ARR,ARMOUR Residential REIT,Mortgage Real Estate Investment Trust...,769.65M
471,ARRW,Arrowroot Acquisition,Blank Check / SPAC,351.11M
472,ARRY,Array Technologies,Solar,1.39B
473,ARTE,Artemis Strategic Investment,Blank Check / SPAC,251.56M
474,ARTL,Artelo Biosciences,Pharmaceuticals,14.38M
475,ARTNA,Artesian Resources,Water Utilities,447.32M
476,ARTW,Art's-Way Manufacturing Co.,Machinery,11.46M
477,ARVL,Arrival,Auto Manufacturers,1.18B
478,ARVN,Arvinas,Pharmaceuticals,2.31B
479,ARW,Arrow Electronics,"Electronic Equipment, Instruments & C...",7.91B
480,ARWR,Arrowhead Pharmaceuticals,Biotechnology,3.80B
481,ARYD,ARYA Sciences Acquisition IV,Blank Check / SPAC,187.64M
482,ARYE,Arya Sciences Acquisition V,Blank Check / SPAC,185.73M
483,ASA,ASA Gold and Precious Metals,Capital Markets,362.46M
484,ASAI,Sendas Distribuidora,Food & Staples Retailing,4.49B
485,ASAN,Asana,Software,3.97B
486,ASAQ,Atlantic Street Acquisition,Blank Check / SPAC,308.75M
487,ASAX,Astrea Acquisition,Blank Check / SPAC,215.53M
488,ASB,Associated Banc-Corp,Banks,3.04B
489,ASC,Ardmore Shipping,"Oil, Gas & Consumable Fuels",256.88M
490,ASCA,A SPAC I Acquisition,Blank Check / SPAC,85.98M
491,ASCB,A SPAC II Acquisition,Blank Check / SPAC,250.25M
492,ASGN,ASGN Incorporated,Professional Services,5.03B
493,ASH,Ashland Global Holdings,Chemicals,5.45B
494,ASIX,AdvanSix,Chemicals,1.27B
495,ASLE,AerSale,Airports & Air Services,716.40M
496,ASLN,ASLAN Pharmaceuticals,Biotechnology,30.62M
497,ASM,Avino Silver & Gold Mines,Metals & Mining,80.40M
498,ASMB,Assembly Biosciences,Biotechnology,79.56M
499,ASML,ASML Holding,Semiconductors & Semiconductor Equipment,223.91B
500,ASND,Ascendis Pharma,Biotechnology,5.35B
501,ASNS,Actelis Networks,Biotechnology,24.82M
502,ASO,Academy Sports and Outdoors,Specialty Retail,2.61B
503,ASPA,Abri SPAC I,Blank Check / SPAC,74.32M
504,ASPC,Alpha Capital Acquisition Company,Blank Check / SPAC,282.90M
505,ASPN,Aspen Aerogels,Energy Equipment & Services,597.14M
506,ASPS,Altisource Portfolio Solutions,Real Estate Management & Development,176.47M
507,ASPU,Aspen Group,Diversified Consumer Services,24.74M
508,ASR,Grupo Aeroportuario del Sureste,Transportation Infrastructure,6.54B
509,ASRT,Assertio Holdings,Pharmaceuticals,145.84M
510,ASRV,AmeriServ Financial,Banks,69.12M
511,ASTC,Astrotech,Aerospace & Defense,25.49M
512,ASTE,Astec Industries,Machinery,1.03B
513,ASTL,Algoma Steel Group,Steel,1.38B
514,ASTR,Astra Space,Aerospace & Defense,660.38M
515,ASTS,AST SpaceMobile,Telecom Services,2.38B
516,ASUR,Asure Software,Software,119.43M
517,ASX,ASE Technology Holding Company,Semiconductors & Semiconductor Equipment,14.32B
518,ASXC,Asensus Surgical,Medical Devices,96.93M
519,ASYS,Amtech Systems,Semiconductors & Semiconductor Equipment,110.69M
520,ASZ,Austerlitz Acquisition II,Blank Check / SPAC,1.93B
521,ATA,Americas Technology Acquisition,Blank Check / SPAC,148.92M
522,ATAI,ATAI Life Sciences,Biotechnology,638.11M
523,ATAK,Aurora Technology Acquisition,Blank Check / SPAC,256.39M
524,ATAQ,Altimar Acquisition III,Blank Check / SPAC,189.60M
525,ATAX,America First Multifamily Investors LP,Thrifts & Mortgage Finance,402.93M
526,ATC,Atotech,Electronic Components,3.87B
527,ATCO,Atlas,Marine,3.17B
528,ATCX,Atlas Technical Consultants,Engineering & Construction,299.71M
529,ATEC,Alphatec Holdings,Health Care Equipment & Supplies,773.37M
530,ATEK,Athena Technology Acquisition II,Blank Check / SPAC,344.76M
531,ATEN,A10 Networks,Software,1.12B
532,ATER,Aterian,"Furnishings, Fixtures & Appliances",198.70M
533,ATEX,Anterix,Wireless Telecommunication Services,826.87M
534,ATGE,Adtalem Global Education,Diversified Consumer Services,1.43B
535,ATHA,Athira Pharma,Biotechnology,337.97M
536,ATHE,Alterity Therapeutics,Biotechnology,30.96M
537,ATHM,Autohome,Interactive Media & Services,3.77B
538,ATHX,Athersys,Biotechnology,55.72M
539,ATI,Allegheny Technologies,Metals & Mining,3.20B
540,ATIF,ATIF Holdings,Professional Services,22.14M
541,ATIP,ATI Physical Therapy,Medical Care Facilities,388.83M
542,ATKR,Atkore,Electrical Equipment,4.38B
543,ATLC,Atlanticus Holdings,Consumer Finance,525.70M
544,ATLO,Ames National,Banks,209.48M
545,ATNF,180 Life Sciences,Biotechnology,45.00M
546,ATNI,ATN International,Diversified Telecommunication Services,666.16M
547,ATNM,Actinium Pharmaceuticals,Biotechnology,141.04M
548,ATNX,Athenex,Biotechnology,54.68M
549,ATO,Atmos Energy,Gas Utilities,15.82B
550,ATOM,Atomera,Semiconductors & Semiconductor Equipment,283.29M
551,ATOS,Atossa Therapeutics,Health Care Equipment & Supplies,116.32M
552,ATR,AptarGroup,Containers & Packaging,6.77B
553,ATRA,Atara Biotherapeutics,Biotechnology,467.96M
554,ATRC,AtriCure,Health Care Equipment & Supplies,2.03B
555,ATRI,Atrion,Health Care Equipment & Supplies,1.13B
556,ATRO,Astronics,Aerospace & Defense,324.21M
557,ATRS,Antares Pharma,Health Care Equipment & Supplies,956.77M
558,ATSG,Air Transport Services Group,Air Freight & Logistics,2.19B
559,ATTO,Atento,Commercial Services & Supplies,197.20M
560,ATUS,Altice USA,Media,4.90B
561,ATVC,Tribe Capital Growth I,Blank Check / SPAC,337.24M
562,ATVI,Activision Blizzard,Entertainment,60.74B
563,ATXI,Avenue Therapeutics,Pharmaceuticals,6.55M
564,ATXS,Astria Therapeutics,Biotechnology,44.78M
565,ATY,AcuityAds Holdings,Interactive Media & Services,154.30M
566,AU,AngloGold Ashanti,Metals & Mining,7.39B
567,AUB,Atlantic Union Bankshares,Banks,2.62B
568,AUBN,Auburn National Bancorporation,Banks,102.70M
569,AUD,Audacy,Media,230.35M
570,AUDC,AudioCodes,Communications Equipment,697.71M
571,AUGX,Augmedix,Health Information Services,89.76M
572,AUID,Ipsidy,Software-Infrastructure,72.91M
573,AUMN,Golden Minerals Company,Metals & Mining,61.47M
574,AUPH,Aurinia Pharmaceuticals,Biotechnology,1.69B
575,AUR,Aurora Innovation,Information Technology Services,4.05B
576,AURA,Aura Biosciences,Biotechnology,507.22M
577,AURC,Aurora Acquisition,Blank Check / SPAC,340.55M
578,AUS,Austerlitz Acquisition I,Blank Check / SPAC,964.03M
579,AUST,Austin Gold,Gold,24.02M
580,AUTL,Autolus Therapeutics,Biotechnology,250.91M
581,AUTO,AutoWeb,Interactive Media & Services,8.43M
582,AUUD,Auddia,Software-Application,11.64M
583,AUVI,Applied UV,Building Products,15.21M
584,AUY,Yamana Gold,Metals & Mining,4.99B
585,AVA,Avista,Multi-Utilities,3.16B
586,AVAC,Avalon Acquisition,Blank Check / SPAC,259.78M
587,AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,563.43M
588,AVAL,Grupo Aval Acciones y Valores,Banks,4.53B
589,AVAN,Avanti Acquisition,Blank Check / SPAC,741.75M
590,AVAV,AeroVironment,Aerospace & Defense,2.14B
591,AVB,AvalonBay Communities,Equity Real Estate Investment Trusts ...,28.32B
592,AVCO,Avalon GloboCare,Health Care Providers & Services,42.97M
593,AVCT,American Virtual Cloud Technologies,IT Services,38.10M
594,AVD,American Vanguard,Chemicals,709.63M
595,AVDL,Avadel Pharmaceuticals,Pharmaceuticals,219.03M
596,AVDX,AvidXchange Holdings,Software-Infrastructure,1.73B
597,AVEO,AVEO Pharmaceuticals,Biotechnology,138.95M
598,AVGO,Broadcom,Semiconductors & Semiconductor Equipment,215.96B
599,AVGR,Avinger,Health Care Equipment & Supplies,10.97M
600,AVHI,Achari Ventures Holdings I,Blank Check / SPAC,124.50M
601,AVID,Avid Technology,"Technology Hardware, Storage & Periph...",1.17B
602,AVIR,Atea Pharmaceuticals,Pharmaceuticals,619.44M
603,AVLR,Avalara,Software,7.13B
604,AVNS,Avanos Medical,Health Care Equipment & Supplies,1.33B
605,AVNT,Avient,Chemicals,4.36B
606,AVNW,Aviat Networks,Communications Equipment,331.04M
607,AVO,Mission Produce,Farm Products,932.34M
608,AVPT,AvePoint,Software-Infrastructure,985.35M
609,AVRO,Avrobio,Biotechnology,33.89M
610,AVT,Avnet,"Electronic Equipment, Instruments & C...",4.56B
611,AVTE,Aerovate Therapeutics,Biotechnology,313.55M
612,AVTR,Avantor,Life Sciences Tools & Services,19.23B
613,AVTX,Avalo Therapeutics,Biotechnology,37.15M
614,AVXL,Anavex Life Sciences,Biotechnology,723.00M
615,AVY,Avery Dennison,Containers & Packaging,13.62B
616,AVYA,Avaya Holdings,Software,366.52M
617,AWH,Aspira Women's Health,Health Care Equipment & Supplies,61.06M
618,AWI,Armstrong World Industries,Building Products,3.86B
619,AWK,American Water Works Company,Water Utilities,26.80B
620,AWR,American States Water Company,Water Utilities,2.93B
621,AWRE,Aware,Software,58.87M
622,AWX,Avalon Holdings,Commercial Services & Supplies,11.89M
623,AX,Axos Financial,Thrifts & Mortgage Finance,2.23B
624,AXAC,AXIOS Sustainable Growth Acquisition,Blank Check / SPAC,195.47M
625,AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,44.88M
626,AXGN,Axogen,Health Care Equipment & Supplies,424.63M
627,AXH,Industrial Human Capital,Blank Check / SPAC,143.74M
628,AXL,American Axle & Manufacturing Holdings,Auto Components,853.49M
629,AXLA,Axcella Health,Biotechnology,90.96M
630,AXNX,Axonics,Health Care Equipment & Supplies,2.42B
631,AXON,Axon Enterprise,Aerospace & Defense,6.62B
632,AXP,American Express Company,Consumer Finance,119.68B
633,AXR,AMREP,Commercial Services & Supplies,66.60M
634,AXS,AXIS Capital Holdings,Insurance,4.82B
635,AXSM,Axsome Therapeutics,Pharmaceuticals,1.12B
636,AXTA,Axalta Coating Systems,Chemicals,5.71B
637,AXTI,AXT Inc.,Semiconductors & Semiconductor Equipment,224.21M
638,AXU,Alexco Resource,Commercial Services & Supplies,123.68M
639,AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3.77B
640,AYI,Acuity Brands,Electrical Equipment,5.77B
641,AYLA,Ayala Pharmaceuticals,Biotechnology,28.87M
642,AYRO,"AYRO, Inc.",Auto Manufacturers,36.91M
643,AYTU,Aytu BioPharma,Pharmaceuticals,21.98M
644,AYX,Alteryx,Software,3.79B
645,AZ,A2Z Smart Technologies,Aerospace & Defense,101.27M
646,AZEK,The AZEK Company,Building Products,3.01B
647,AZN,AstraZeneca,Pharmaceuticals,206.85B
648,AZO,AutoZone,Specialty Retail,35.66B
649,AZPN,AspenTech,Software,5.38B
650,AZRE,Azure Power Global,Independent Power and Renewable Elect...,881.26M
651,AZTA,Azenta,Medical Instruments & Supplies,5.31B
652,AZUL,Azul S.A.,Airlines,1.58B
653,AZYO,Aziyo Biologics,Medical Devices,84.61M
654,AZZ,AZZ Inc.,Electrical Equipment,1.08B
655,B,Barnes Group,Machinery,1.75B
656,BA,The Boeing Company,Aerospace & Defense,72.94B
657,BABA,Alibaba Group Holding,Internet & Direct Marketing Retail,241.48B
658,BAC,Bank of America,Banks,291.58B
659,BACA,Berenson Acquisition I,Blank Check / SPAC,333.90M
660,BAFN,BayFirst Financial,Banks-Regional,65.01M
661,BAH,Booz Allen Hamilton Holding,IT Services,10.70B
662,BAK,Braskem,Chemicals,7.32B
663,BALL,Ball Corporation,Packaging & Containers,22.33B
664,BALY,Bally's,"Hotels, Restaurants & Leisure",1.33B
665,BAM,Brookfield Asset Management,Capital Markets,77.70B
666,BANC,Banc of California,Banks,1.14B
667,BAND,Bandwidth,Diversified Telecommunication Services,530.57M
668,BANF,BancFirst,Banks,2.75B
669,BANR,Banner,Banks,1.93B
670,BANX,StoneCastle Financial,Capital Markets,139.74M
671,BAOS,Baosheng Media Group Holdings,Advertising Agencies,12.00M
672,BAP,Credicorp,Banks,11.00B
673,BARK,The Original BARK Company,Specialty Retail,425.30M
674,BASE,Couchbase,Software-Infrastructure,567.80M
675,BATL,Battalion Oil,"Oil, Gas & Consumable Fuels",288.36M
676,BAX,Baxter International,Health Care Equipment & Supplies,36.94B
677,BB,BlackBerry,Software,3.42B
678,BBAI,BigBear.ai Holdings,Information Technology Services,1.25B
679,BBAR,Banco BBVA Argentina,Banks,629.05M
680,BBBY,Bed Bath & Beyond,Specialty Retail,665.91M
681,BBCP,Concrete Pumping Holdings,Construction & Engineering,285.12M
682,BBD,Banco Bradesco,Banks,46.03B
683,BBDC,Barings BDC,Capital Markets,1.13B
684,BBGI,Beasley Broadcast Group,Media,43.21M
685,BBI,Brickell Biotech,Biotechnology,18.99M
686,BBIG,Vinco Ventures,Leisure,543.47M
687,BBIO,BridgeBio Pharma,Biotechnology,1.10B
688,BBLG,Bone Biologics,Medical Devices,17.54M
689,BBLN,Babylon Holdings,Health Information Services,413.28M
690,BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",129.02M
691,BBSI,Barrett Business Services,Professional Services,521.93M
692,BBU,Brookfield Business Partners,Construction & Engineering,1.67B
693,BBUC,Brookfield Business,Asset Management,2.52B
694,BBVA,Banco Bilbao Vizcaya Argentaria,Banks,33.71B
695,BBW,Build-A-Bear Workshop,Specialty Retail,296.11M
696,BBWI,Bath & Body Works,Specialty Retail,9.33B
697,BBY,Best Buy Co.,Specialty Retail,16.31B
698,BC,Brunswick,Leisure Products,5.41B
699,BCAB,BioAtla,Biotechnology,84.18M
700,BCAC,Brookline Capital Acquisition,Blank Check / SPAC,75.24M
701,BCBP,BCB Bancorp,Banks,328.10M
702,BCC,Boise Cascade Company,Paper & Forest Products,3.03B
703,BCDA,BioCardia,Biotechnology,28.09M
704,BCE,"BCE, Inc.",Diversified Telecommunication Services,48.83B
705,BCEL,Atreca,Biotechnology,68.31M
706,BCH,Banco de Chile,Banks,10.20B
707,BCLI,Brainstorm Cell Therapeutics,Biotechnology,106.39M
708,BCML,BayCom,Banks,302.00M
709,BCO,The Brink's Company,Commercial Services & Supplies,2.69B
710,BCOR,Blucora,Capital Markets,786.43M
711,BCOV,Brightcove,IT Services,288.79M
712,BCOW,1895 Bancorp of Wisconsin,Thrifts & Mortgage Finance,63.65M
713,BCPC,Balchem,Chemicals,3.89B
714,BCRX,BioCryst Pharmaceuticals,Biotechnology,1.65B
715,BCS,Barclays,Banks,33.86B
716,BCSA,Blockchain Coinvestors Acquisition I,Blank Check / SPAC,410.53M
717,BCSF,Bain Capital Specialty Finance,Capital Markets,917.43M
718,BCTX,BriaCell Therapeutics,Biotechnology,74.68M
719,BCYC,Bicycle Therapeutics,Biotechnology,512.03M
720,BDC,Belden,"Electronic Equipment, Instruments & C...",2.42B
721,BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",68.81M
722,BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts ...,1.86B
723,BDR,Blonder Tongue Laboratories,Communications Equipment,5.07M
724,BDSX,Biodesix,Diagnostics & Research,57.70M
725,BDTX,Black Diamond Therapeutics,Biotechnology,60.61M
726,BDX,"Becton, Dickinson and Company",Health Care Equipment & Supplies,73.33B
727,BE,Bloom Energy,Electrical Equipment,2.81B
728,BEAM,Beam Therapeutics,Biotechnology,2.52B
729,BEAT,HeartBeam,Health Information Services,11.71M
730,BECN,Beacon Roofing Supply,Trading Companies & Distributors,4.15B
731,BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,90.59M
732,BEEM,Beam Global,Electrical Equipment,134.55M
733,BEKE,KE Holdings,Real Estate Management & Development,16.15B
734,BELFA,Bel Fuse,Electronic Components,203.70M
735,BELFB,Bel Fuse,"Electronic Equipment, Instruments & C...",215.74M
736,BEN,Franklin Resources,Capital Markets,13.11B
737,BENE,Benessere Capital Acquisition,Blank Check / SPAC,141.07M
738,BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,23.26B
739,BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,6.42B
740,BERY,Berry Global Group,Containers & Packaging,7.34B
741,BEST,BEST Inc.,Air Freight & Logistics,79.09M
742,BF.A,Brown-Forman,Beverages,29.90B
743,BF.B,Brown-Forman,Beverages,29.91B
744,BFAC,Battery Future Acquisition,Blank Check / SPAC,426.94M
745,BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,5.08B
746,BFC,Bank First,Banks,529.60M
747,BFH,Bread Financial Holdings,Credit Services,2.52B
748,BFI,BurgerFi International,Restaurants,68.26M
749,BFIN,BankFinancial,Banks,129.28M
750,BFLY,Butterfly Network,Medical Devices,607.81M
751,BFRI,Biofrontera,Drug Manufacturers-Specialty & Generic,48.41M
752,BFS,Saul Centers,Equity Real Estate Investment Trusts ...,1.51B
753,BFST,Business First Bancshares,Banks,484.24M
754,BG,Bunge,Food Products,17.23B
755,BGCP,BGC Partners,Capital Markets,1.19B
756,BGFV,Big 5 Sporting Goods,Specialty Retail,269.93M
757,BGI,Birks Group,Specialty Retail,92.74M
758,BGNE,BeiGene,Biotechnology,14.50B
759,BGRY,Berkshire Grey,Specialty Industrial Machinery,500.38M
760,BGS,B&G Foods,Food Products,1.51B
761,BGSF,BG Staffing,Professional Services,130.44M
762,BGSX,Build Acquisition,Blank Check / SPAC,243.75M
763,BGXX,Bright Green,Drug Manufacturers-Specialty & Generic,1.54B
764,BH,Biglari Holdings,"Hotels, Restaurants & Leisure",400.25M
765,BH.A,Biglari Holdings,Restaurants,397.19M
766,BHAC,Crixus BH3 Acquisition,Blank Check / SPAC,282.61M
767,BHAT,Blue Hat Interactive Entertainment Technology,Entertainment,12.04M
768,BHB,Bar Harbor Bankshares,Banks,382.82M
769,BHC,Bausch Health Companies,Pharmaceuticals,3.65B
770,BHE,Benchmark Electronics,"Electronic Equipment, Instruments & C...",848.11M
771,BHF,Brighthouse Financial,Insurance,3.52B
772,BHG,Bright Health Group,Healthcare Plans,1.19B
773,BHIL,Benson Hill,Agricultural Inputs,714.08M
774,BHLB,Berkshire Hills Bancorp,Banks,1.22B
775,BHP,BHP Group,Metals & Mining,242.34B
776,BHR,Braemar Hotels & Resorts,Equity Real Estate Investment Trusts ...,432.99M
777,BHSE,Bull Horn Holdings,Blank Check / SPAC,94.03M
778,BHVN,Biohaven Pharmaceutical Holding Co.,Biotechnology,10.14B
779,BIDU,Baidu,Interactive Media & Services,43.14B
780,BIG,Big Lots,Multiline Retail,775.05M
781,BIGC,BigCommerce Holdings,IT Services,1.33B
782,BIIB,Biogen,Biotechnology,29.42B
783,BILI,Bilibili,Entertainment,8.06B
784,BILL,Bill.com Holdings,Software,11.96B
785,BIMI,BIMI International Medical,Machinery,6.59M
786,BIO,Bio-Rad Laboratories,Life Sciences Tools & Services,15.45B
787,BIOC,Biocept,Biotechnology,24.51M
788,BIOL,BIOLASE,Health Care Equipment & Supplies,29.02M
789,BIOR,Biora Therapeutics,Health Care Providers & Services,159.65M
790,BIOS,BioPlus Acquisition,Blank Check / SPAC,291.34M
791,BIOT,Biotech Acquisition Company,Blank Check / SPAC,286.64M
792,BIOX,Bioceres Crop Solutions,Food Products,671.18M
793,BIP,Brookfield Infrastructure Partners LP,Multi-Utilities,19.00B
794,BIPC,Brookfield Infrastructure,Gas Utilities,5.41B
795,BIRD,Allbirds,Apparel Retail,677.67M
796,BITE,Bite Acquisition,Blank Check / SPAC,250.76M
797,BITF,Bitfarms,Capital Markets,373.77M
798,BIVI,BioVie,Biotechnology,71.45M
799,BJ,BJ's Wholesale Club Holdings,Food & Staples Retailing,7.32B
800,BJDX,Bluejay Diagnostics,Health Care Equipment & Supplies,21.76M
801,BJRI,BJ's Restaurants,"Hotels, Restaurants & Leisure",548.24M
802,BK,Bank of New York Mellon,Capital Markets,36.42B
803,BKCC,BlackRock Capital Investment,Capital Markets,292.99M
804,BKD,Brookdale Senior Living,Health Care Providers & Services,1.03B
805,BKE,The Buckle,Specialty Retail,1.50B
806,BKEP,BlueKnight Energy Partners,"Oil, Gas & Consumable Fuels",188.56M
807,BKH,Black Hills,Multi-Utilities,4.81B
808,BKI,Black Knight,IT Services,11.09B
809,BKKT,Bakkt Holdings,Software-Infrastructure,183.65M
810,BKNG,Booking Holdings,Internet & Direct Marketing Retail,86.13B
811,BKR,Baker Hughes Company,Energy Equipment & Services,38.44B
812,BKSC,Bank of South Carolina,Banks,94.08M
813,BKSY,BlackSky Technology,Scientific & Technical Instruments,154.34M
814,BKTI,BK Technologies,Communications Equipment,41.82M
815,BKU,BankUnited,Banks,3.34B
816,BKYI,BIO-key International,Software,15.91M
817,BL,BlackLine,Software,4.16B
818,BLBD,Blue Bird,Machinery,393.17M
819,BLBX,Blackboxstocks,Software-Application,21.10M
820,BLCM,Bellicum Pharmaceuticals,Biotechnology,12.05M
821,BLCO,Bausch + Lomb,Medical Instruments & Supplies,5.86B
822,BLCT,BlueCity Holdings,Internet Content & Information,48.33M
823,BLD,TopBuild,Household Durables,6.24B
824,BLDE,Blade Air Mobility,Airports & Air Services,506.04M
825,BLDP,Ballard Power Systems,Electrical Equipment,2.13B
826,BLDR,Builders FirstSource,Building Products,10.66B
827,BLEU,bleuacacia ltd.,Blank Check / SPAC,336.38M
